Year,Region,Index,Source,CO2eq,Unit
1997,Prince Edward Island,948,Electricity,0.03,Mt
1997,Prince Edward Island,949,Transport,0.62,Mt
1997,Prince Edward Island,950,Heavy Industry,0,Mt
1997,Prince Edward Island,951,Buildings,0.55,Mt
1997,Prince Edward Island,952,Agriculture,0.43,Mt
1997,Prince Edward Island,953,Waste,0.11,Mt
1997,Prince Edward Island,954,"Light Manufacturing, Construction and Forest Resources",0.14,Mt
1997,Quebec,955,Provincial Inventory Total,83.23,Mt
1997,Quebec,956,Oil and Gas,3.73,Mt
1997,Quebec,957,Electricity,0.44,Mt
1997,Quebec,958,Transport,26.24,Mt
1997,Quebec,959,Heavy Industry,23.35,Mt
1997,Quebec,960,Buildings,11.91,Mt
1997,Quebec,961,Agriculture,8.31,Mt
1997,Quebec,962,Waste,4.42,Mt
1997,Quebec,963,"Light Manufacturing, Construction and Forest Resources",4.81,Mt
1997,Saskatchewan,964,Provincial Inventory Total,66.23,Mt
1997,Saskatchewan,965,Oil and Gas,25.44,Mt
1997,Saskatchewan,966,Electricity,15,Mt
1997,Saskatchewan,967,Transport,5.73,Mt
1997,Saskatchewan,968,Heavy Industry,2.58,Mt
1997,Saskatchewan,969,Buildings,3.25,Mt
1997,Saskatchewan,970,Agriculture,12.04,Mt
1997,Saskatchewan,971,Waste,1.3,Mt
1997,Saskatchewan,972,Coal Production,0.04,Mt
1997,Saskatchewan,973,"Light Manufacturing, Construction and Forest Resources",0.85,Mt
1997,Yukon,974,Territorial Inventory Total,0.55,Mt
1997,Yukon,975,Oil and Gas,0.11,Mt
1997,Yukon,976,Electricity,0.08,Mt
1997,Yukon,977,Transport,0.24,Mt
1997,Yukon,978,Heavy Industry,0.01,Mt
1997,Yukon,979,Buildings,0.06,Mt
1997,Yukon,980,Agriculture,0.01,Mt
1997,Yukon,981,Waste,0.03,Mt
1997,Yukon,982,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
1998,Alberta,983,Provincial Inventory Total,206.71,Mt
1998,Alberta,984,Oil and Gas,80.31,Mt
1998,Alberta,985,Electricity,49.72,Mt
1998,Alberta,986,Transport,19.13,Mt
1998,Alberta,987,Heavy Industry,16.32,Mt
1998,Alberta,988,Buildings,13.93,Mt
1998,Alberta,989,Agriculture,19.98,Mt
1998,Alberta,990,Waste,3.07,Mt
1998,Alberta,991,Coal Production,0.81,Mt
1998,Alberta,992,"Light Manufacturing, Construction and Forest Resources",3.45,Mt
1998,British Columbia,993,Provincial Inventory Total,61.83,Mt
1998,British Columbia,994,Oil and Gas,11.01,Mt
1998,British Columbia,995,Electricity,1.35,Mt
1998,British Columbia,996,Transport,19.54,Mt
1998,British Columbia,997,Heavy Industry,8.87,Mt
1998,British Columbia,998,Buildings,7.87,Mt
1998,British Columbia,999,Agriculture,2.76,Mt
1998,British Columbia,1000,Waste,5.09,Mt
1998,British Columbia,1001,Coal Production,1.96,Mt
1998,British Columbia,1002,"Light Manufacturing, Construction and Forest Resources",3.38,Mt
1998,Canada,1003,National Inventory Total,688.61,Mt
1998,Canada,1004,Oil and Gas,140.86,Mt
1998,Canada,1005,Electricity,122.12,Mt
1998,Canada,1006,Transport,137.26,Mt
1998,Canada,1007,Heavy Industry,97.56,Mt
1998,Canada,1008,Buildings,72.44,Mt
1998,Canada,1009,Agriculture,63.84,Mt
1998,Canada,1010,Waste,26.67,Mt
1998,Canada,1011,Coal Production,3.49,Mt
1998,Canada,1012,"Light Manufacturing, Construction and Forest Resources",24.38,Mt
1998,Manitoba,1013,Provincial Inventory Total,20.59,Mt
1998,Manitoba,1014,Oil and Gas,1.74,Mt
1998,Manitoba,1015,Electricity,1.02,Mt
1998,Manitoba,1016,Transport,5.17,Mt
1998,Manitoba,1017,Heavy Industry,1.29,Mt
1998,Manitoba,1018,Buildings,2.82,Mt
1998,Manitoba,1019,Agriculture,6.79,Mt
1998,Manitoba,1020,Waste,1.25,Mt
1998,Manitoba,1021,"Light Manufacturing, Construction and Forest Resources",0.53,Mt
1998,New Brunswick,1022,Provincial Inventory Total,20.46,Mt
1998,New Brunswick,1023,Oil and Gas,1.33,Mt
1998,New Brunswick,1024,Electricity,9.85,Mt
1998,New Brunswick,1025,Transport,4.2,Mt
1998,New Brunswick,1026,Heavy Industry,1.52,Mt
1998,New Brunswick,1027,Buildings,1.26,Mt
1998,New Brunswick,1028,Agriculture,0.66,Mt
1998,New Brunswick,1029,Waste,1.02,Mt
1998,New Brunswick,1030,Coal Production,0.01,Mt
1998,New Brunswick,1031,"Light Manufacturing, Construction and Forest Resources",0.6,Mt
1998,Newfoundland and Labrador,1032,Provincial Inventory Total,10.6,Mt
1998,Newfoundland and Labrador,1033,Oil and Gas,3.19,Mt
1998,Newfoundland and Labrador,1034,Electricity,1.05,Mt
1998,Newfoundland and Labrador,1035,Transport,3.05,Mt
1998,Newfoundland and Labrador,1036,Heavy Industry,1.4,Mt
1998,Newfoundland and Labrador,1037,Buildings,0.85,Mt
1998,Newfoundland and Labrador,1038,Agriculture,0.14,Mt
1998,Newfoundland and Labrador,1039,Waste,0.75,Mt
1998,Newfoundland and Labrador,1040,"Light Manufacturing, Construction and Forest Resources",0.16,Mt
1998,Northwest Territories and Nunavut,1041,Territorial Inventory Total,1.76,Mt
1998,Northwest Territories and Nunavut,1042,Oil and Gas,0.14,Mt
1998,Northwest Territories and Nunavut,1043,Electricity,0.17,Mt
1998,Northwest Territories and Nunavut,1044,Transport,0.75,Mt
1998,Northwest Territories and Nunavut,1045,Heavy Industry,0.32,Mt
1998,Northwest Territories and Nunavut,1046,Buildings,0.3,Mt
1998,Northwest Territories and Nunavut,1047,Agriculture,0,Mt
1998,Northwest Territories and Nunavut,1048,Waste,0.06,Mt
1998,Northwest Territories and Nunavut,1049,"Light Manufacturing, Construction and Forest Resources",0.02,Mt
1998,Nova Scotia,1050,Provincial Inventory Total,19.92,Mt
1998,Nova Scotia,1051,Oil and Gas,0.61,Mt
1998,Nova Scotia,1052,Electricity,8.21,Mt
1998,Nova Scotia,1053,Transport,4.77,Mt
1998,Nova Scotia,1054,Heavy Industry,0.93,Mt
1998,Nova Scotia,1055,Buildings,2.52,Mt
1998,Nova Scotia,1056,Agriculture,0.7,Mt
1998,Nova Scotia,1057,Waste,1,Mt
1998,Nova Scotia,1058,Coal Production,0.67,Mt
1998,Nova Scotia,1059,"Light Manufacturing, Construction and Forest Resources",0.49,Mt
1998,Ontario,1060,Provincial Inventory Total,194.22,Mt
1998,Ontario,1061,Oil and Gas,13.16,Mt
1998,Ontario,1062,Electricity,33.94,Mt
1998,Ontario,1063,Transport,46.59,Mt
1998,Ontario,1064,Heavy Industry,41.12,Mt
1998,Ontario,1065,Buildings,28.46,Mt
1998,Ontario,1066,Agriculture,12.39,Mt
1998,Ontario,1067,Waste,8.04,Mt
1998,Ontario,1068,"Light Manufacturing, Construction and Forest Resources",10.52,Mt
1998,Prince Edward Island,1069,Provincial Inventory Total,1.86,Mt
1998,Prince Edward Island,1070,Oil and Gas,0,Mt
1998,Prince Edward Island,1071,Electricity,0.01,Mt
1998,Prince Edward Island,1072,Transport,0.66,Mt
1998,Prince Edward Island,1073,Heavy Industry,0,Mt
1998,Prince Edward Island,1074,Buildings,0.52,Mt
1998,Prince Edward Island,1075,Agriculture,0.44,Mt
1998,Prince Edward Island,1076,Waste,0.11,Mt
1998,Prince Edward Island,1077,"Light Manufacturing, Construction and Forest Resources",0.12,Mt
1998,Quebec,1078,Provincial Inventory Total,84.4,Mt
1998,Quebec,1079,Oil and Gas,3.84,Mt
1998,Quebec,1080,Electricity,1.61,Mt
1998,Quebec,1081,Transport,27.38,Mt
1998,Quebec,1082,Heavy Industry,23.24,Mt
1998,Quebec,1083,Buildings,10.7,Mt
1998,Quebec,1084,Agriculture,8.43,Mt
1998,Quebec,1085,Waste,4.92,Mt
1998,Quebec,1086,"Light Manufacturing, Construction and Forest Resources",4.28,Mt
1998,Saskatchewan,1087,Provincial Inventory Total,65.76,Mt
1998,Saskatchewan,1088,Oil and Gas,25.41,Mt
1998,Saskatchewan,1089,Electricity,15.15,Mt
1998,Saskatchewan,1090,Transport,5.8,Mt
1998,Saskatchewan,1091,Heavy Industry,2.53,Mt
1998,Saskatchewan,1092,Buildings,3.15,Mt
1998,Saskatchewan,1093,Agriculture,11.54,Mt
1998,Saskatchewan,1094,Waste,1.33,Mt
1998,Saskatchewan,1095,Coal Production,0.04,Mt
1998,Saskatchewan,1096,"Light Manufacturing, Construction and Forest Resources",0.82,Mt
1998,Yukon,1097,Territorial Inventory Total,0.5,Mt
1998,Yukon,1098,Oil and Gas,0.11,Mt
1998,Yukon,1099,Electricity,0.03,Mt
1998,Yukon,1100,Transport,0.23,Mt
1998,Yukon,1101,Heavy Industry,0.01,Mt
1998,Yukon,1102,Buildings,0.07,Mt
1998,Yukon,1103,Agriculture,0.01,Mt
1998,Yukon,1104,Waste,0.03,Mt
1998,Yukon,1105,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
1999,Alberta,1106,Provincial Inventory Total,213.92,Mt
1999,Alberta,1107,Oil and Gas,88.28,Mt
1999,Alberta,1108,Electricity,47.81,Mt
1999,Alberta,1109,Transport,19.79,Mt
1999,Alberta,1110,Heavy Industry,16.48,Mt
1999,Alberta,1111,Buildings,13.57,Mt
1999,Alberta,1112,Agriculture,20.13,Mt
1999,Alberta,1113,Waste,3.18,Mt
1999,Alberta,1114,Coal Production,0.66,Mt
1999,Alberta,1115,"Light Manufacturing, Construction and Forest Resources",4.02,Mt
1999,British Columbia,1116,Provincial Inventory Total,63.51,Mt
1999,British Columbia,1117,Oil and Gas,12.05,Mt
1999,British Columbia,1118,Electricity,0.69,Mt
1999,British Columbia,1119,Transport,19.84,Mt
1999,British Columbia,1120,Heavy Industry,9.25,Mt
1999,British Columbia,1121,Buildings,8.3,Mt
1999,British Columbia,1122,Agriculture,2.87,Mt
1999,British Columbia,1123,Waste,5.12,Mt
1999,British Columbia,1124,Coal Production,1.93,Mt
1999,British Columbia,1125,"Light Manufacturing, Construction and Forest Resources",3.47,Mt
1999,Canada,1126,National Inventory Total,701.76,Mt
1999,Canada,1127,Oil and Gas,149.94,Mt
1999,Canada,1128,Electricity,119.14,Mt
1999,Canada,1129,Transport,143,Mt
1999,Canada,1130,Heavy Industry,94.72,Mt
1999,Canada,1131,Buildings,76.3,Mt
1999,Canada,1132,Agriculture,63.45,Mt
1999,Canada,1133,Waste,27.58,Mt
1999,Canada,1134,Coal Production,3.13,Mt
1999,Canada,1135,"Light Manufacturing, Construction and Forest Resources",24.49,Mt
1999,Manitoba,1136,Provincial Inventory Total,20.41,Mt
1999,Manitoba,1137,Oil and Gas,1.82,Mt
1999,Manitoba,1138,Electricity,0.61,Mt
1999,Manitoba,1139,Transport,5.36,Mt
1999,Manitoba,1140,Heavy Industry,1.35,Mt
1999,Manitoba,1141,Buildings,2.83,Mt
1999,Manitoba,1142,Agriculture,6.57,Mt
1999,Manitoba,1143,Waste,1.28,Mt
1999,Manitoba,1144,"Light Manufacturing, Construction and Forest Resources",0.59,Mt
1999,New Brunswick,1145,Provincial Inventory Total,19.49,Mt
1999,New Brunswick,1146,Oil and Gas,1.44,Mt
1999,New Brunswick,1147,Electricity,8.53,Mt
1999,New Brunswick,1148,Transport,4.45,Mt
1999,New Brunswick,1149,Heavy Industry,1.56,Mt
1999,New Brunswick,1150,Buildings,1.22,Mt
1999,New Brunswick,1151,Agriculture,0.66,Mt
1999,New Brunswick,1152,Waste,1.02,Mt
1999,New Brunswick,1153,Coal Production,0.01,Mt
1999,New Brunswick,1154,"Light Manufacturing, Construction and Forest Resources",0.59,Mt
1999,Newfoundland and Labrador,1155,Provincial Inventory Total,9.63,Mt
1999,Newfoundland and Labrador,1156,Oil and Gas,2.63,Mt
1999,Newfoundland and Labrador,1157,Electricity,0.83,Mt
1999,Newfoundland and Labrador,1158,Transport,3.17,Mt
1999,Newfoundland and Labrador,1159,Heavy Industry,1.17,Mt
1999,Newfoundland and Labrador,1160,Buildings,0.83,Mt
1999,Newfoundland and Labrador,1161,Agriculture,0.13,Mt
1999,Newfoundland and Labrador,1162,Waste,0.75,Mt
1999,Newfoundland and Labrador,1163,"Light Manufacturing, Construction and Forest Resources",0.14,Mt
1999,Northwest Territories,1164,Territorial Inventory Total,1.26,Mt
1999,Northwest Territories,1165,Oil and Gas,0.15,Mt
1999,Northwest Territories,1166,Electricity,0.09,Mt
1999,Northwest Territories,1167,Transport,0.47,Mt
1999,Northwest Territories,1168,Heavy Industry,0.22,Mt
1999,Northwest Territories,1169,Buildings,0.28,Mt
1999,Northwest Territories,1170,Agriculture,0,Mt
1999,Northwest Territories,1171,Waste,0.04,Mt
1999,Northwest Territories,1172,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
1999,Nova Scotia,1173,Provincial Inventory Total,20.57,Mt
1999,Nova Scotia,1174,Oil and Gas,0.61,Mt
1999,Nova Scotia,1175,Electricity,8.64,Mt
1999,Nova Scotia,1176,Transport,5.12,Mt
1999,Nova Scotia,1177,Heavy Industry,0.92,Mt
1999,Nova Scotia,1178,Buildings,2.69,Mt
1999,Nova Scotia,1179,Agriculture,0.68,Mt
1999,Nova Scotia,1180,Waste,0.99,Mt
1999,Nova Scotia,1181,Coal Production,0.49,Mt
1999,Nova Scotia,1182,"Light Manufacturing, Construction and Forest Resources",0.45,Mt
1999,Nunavut,1183,Territorial Inventory Total,0.41,Mt
1999,Nunavut,1184,Electricity,0.02,Mt
1999,Nunavut,1185,Transport,0.27,Mt
1999,Nunavut,1186,Heavy Industry,0.09,Mt
1999,Nunavut,1187,Buildings,0,Mt
1999,Nunavut,1188,Waste,0.02,Mt
1999,Nunavut,1189,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
1999,Ontario,1190,Provincial Inventory Total,199.33,Mt
1999,Ontario,1191,Oil and Gas,12.94,Mt
1999,Ontario,1192,Electricity,35.87,Mt
1999,Ontario,1193,Transport,49.4,Mt
1999,Ontario,1194,Heavy Industry,39.47,Mt
1999,Ontario,1195,Buildings,31.26,Mt
1999,Ontario,1196,Agriculture,12.18,Mt
1999,Ontario,1197,Waste,8.16,Mt
1999,Ontario,1198,"Light Manufacturing, Construction and Forest Resources",10.05,Mt
1999,Prince Edward Island,1199,Provincial Inventory Total,1.85,Mt
1999,Prince Edward Island,1200,Oil and Gas,0,Mt
1999,Prince Edward Island,1201,Electricity,0.02,Mt
1999,Prince Edward Island,1202,Transport,0.7,Mt
1999,Prince Edward Island,1203,Heavy Industry,0,Mt
1999,Prince Edward Island,1204,Buildings,0.5,Mt
1999,Prince Edward Island,1205,Agriculture,0.44,Mt
1999,Prince Edward Island,1206,Waste,0.11,Mt
1999,Prince Edward Island,1207,"Light Manufacturing, Construction and Forest Resources",0.08,Mt
1999,Quebec,1208,Provincial Inventory Total,84.21,Mt
1999,Quebec,1209,Oil and Gas,3.71,Mt
1999,Quebec,1210,Electricity,1.19,Mt
1999,Quebec,1211,Transport,28.16,Mt
1999,Quebec,1212,Heavy Industry,21.76,Mt
1999,Quebec,1213,Buildings,11.2,Mt
1999,Quebec,1214,Agriculture,8.32,Mt
1999,Quebec,1215,Waste,5.53,Mt
1999,Quebec,1216,"Light Manufacturing, Construction and Forest Resources",4.34,Mt
1999,Saskatchewan,1217,Provincial Inventory Total,66.57,Mt
1999,Saskatchewan,1218,Oil and Gas,26.15,Mt
1999,Saskatchewan,1219,Electricity,14.82,Mt
1999,Saskatchewan,1220,Transport,6.01,Mt
1999,Saskatchewan,1221,Heavy Industry,2.45,Mt
1999,Saskatchewan,1222,Buildings,3.54,Mt
1999,Saskatchewan,1223,Agriculture,11.47,Mt
1999,Saskatchewan,1224,Waste,1.35,Mt
1999,Saskatchewan,1225,Coal Production,0.04,Mt
1999,Saskatchewan,1226,"Light Manufacturing, Construction and Forest Resources",0.73,Mt
1999,Yukon,1227,Territorial Inventory Total,0.59,Mt
1999,Yukon,1228,Oil and Gas,0.16,Mt
1999,Yukon,1229,Electricity,0.03,Mt
1999,Yukon,1230,Transport,0.26,Mt
1999,Yukon,1231,Heavy Industry,0.01,Mt
1999,Yukon,1232,Buildings,0.08,Mt
1999,Yukon,1233,Agriculture,0.01,Mt
1999,Yukon,1234,Waste,0.03,Mt
1999,Yukon,1235,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
2000,Alberta,1236,Provincial Inventory Total,222.63,Mt
2000,Alberta,1237,Oil and Gas,92.64,Mt
2000,Alberta,1238,Electricity,48.83,Mt
2000,Alberta,1239,Transport,20.2,Mt
2000,Alberta,1240,Heavy Industry,16.87,Mt
2000,Alberta,1241,Buildings,15.45,Mt
2000,Alberta,1242,Agriculture,20.75,Mt
2000,Alberta,1243,Waste,3.29,Mt
2000,Alberta,1244,Coal Production,0.62,Mt
2000,Alberta,1245,"Light Manufacturing, Construction and Forest Resources",3.98,Mt
2000,British Columbia,1246,Provincial Inventory Total,64.57,Mt
2000,British Columbia,1247,Oil and Gas,11.24,Mt
2000,British Columbia,1248,Electricity,1.66,Mt
2000,British Columbia,1249,Transport,19.72,Mt
2000,British Columbia,1250,Heavy Industry,9.2,Mt
2000,British Columbia,1251,Buildings,8.6,Mt
2000,British Columbia,1252,Agriculture,2.93,Mt
2000,British Columbia,1253,Waste,5.24,Mt
2000,British Columbia,1254,Coal Production,1.92,Mt
2000,British Columbia,1255,"Light Manufacturing, Construction and Forest Resources",4.07,Mt
2000,Canada,1256,National Inventory Total,726.99,Mt
2000,Canada,1257,Oil and Gas,155.07,Mt
2000,Canada,1258,Electricity,129.01,Mt
2000,Canada,1259,Transport,144.94,Mt
2000,Canada,1260,Heavy Industry,94.08,Mt
2000,Canada,1261,Buildings,82.84,Mt
2000,Canada,1262,Agriculture,64.12,Mt
2000,Canada,1263,Waste,28.28,Mt
2000,Canada,1264,Coal Production,3.16,Mt
2000,Canada,1265,"Light Manufacturing, Construction and Forest Resources",25.49,Mt
2000,Manitoba,1266,Provincial Inventory Total,20.9,Mt
2000,Manitoba,1267,Oil and Gas,1.43,Mt
2000,Manitoba,1268,Electricity,1.08,Mt
2000,Manitoba,1269,Transport,5.36,Mt
2000,Manitoba,1270,Heavy Industry,1.35,Mt
2000,Manitoba,1271,Buildings,3.12,Mt
2000,Manitoba,1272,Agriculture,6.66,Mt
2000,Manitoba,1273,Waste,1.31,Mt
2000,Manitoba,1274,"Light Manufacturing, Construction and Forest Resources",0.6,Mt
2000,New Brunswick,1275,Provincial Inventory Total,20.75,Mt
2000,New Brunswick,1276,Oil and Gas,1.82,Mt
2000,New Brunswick,1277,Electricity,8.97,Mt
2000,New Brunswick,1278,Transport,4.61,Mt
2000,New Brunswick,1279,Heavy Industry,1.62,Mt
2000,New Brunswick,1280,Buildings,1.48,Mt
2000,New Brunswick,1281,Agriculture,0.63,Mt
2000,New Brunswick,1282,Waste,1.02,Mt
2000,New Brunswick,1283,Coal Production,0.01,Mt
2000,New Brunswick,1284,"Light Manufacturing, Construction and Forest Resources",0.6,Mt
2000,Newfoundland and Labrador,1285,Provincial Inventory Total,9.19,Mt
2000,Newfoundland and Labrador,1286,Oil and Gas,1.85,Mt
2000,Newfoundland and Labrador,1287,Electricity,0.82,Mt
2000,Newfoundland and Labrador,1288,Transport,3.3,Mt
2000,Newfoundland and Labrador,1289,Heavy Industry,1.37,Mt
2000,Newfoundland and Labrador,1290,Buildings,0.86,Mt
2000,Newfoundland and Labrador,1291,Agriculture,0.11,Mt
2000,Newfoundland and Labrador,1292,Waste,0.74,Mt
2000,Newfoundland and Labrador,1293,"Light Manufacturing, Construction and Forest Resources",0.14,Mt
2000,Northwest Territories,1294,Territorial Inventory Total,1.54,Mt
2000,Northwest Territories,1295,Oil and Gas,0.38,Mt
2000,Northwest Territories,1296,Electricity,0.11,Mt
2000,Northwest Territories,1297,Transport,0.51,Mt
2000,Northwest Territories,1298,Heavy Industry,0.21,Mt
2000,Northwest Territories,1299,Buildings,0.29,Mt
2000,Northwest Territories,1300,Agriculture,0,Mt
2000,Northwest Territories,1301,Waste,0.04,Mt
2000,Northwest Territories,1302,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
2000,Nova Scotia,1303,Provincial Inventory Total,22.2,Mt
2000,Nova Scotia,1304,Oil and Gas,1.08,Mt
2000,Nova Scotia,1305,Electricity,9.62,Mt
2000,Nova Scotia,1306,Transport,5.11,Mt
2000,Nova Scotia,1307,Heavy Industry,0.91,Mt
2000,Nova Scotia,1308,Buildings,2.76,Mt
2000,Nova Scotia,1309,Agriculture,0.72,Mt
2000,Nova Scotia,1310,Waste,0.97,Mt
2000,Nova Scotia,1311,Coal Production,0.58,Mt
2000,Nova Scotia,1312,"Light Manufacturing, Construction and Forest Resources",0.44,Mt
2000,Nunavut,1313,Territorial Inventory Total,0.53,Mt
2000,Nunavut,1314,Electricity,0.03,Mt
2000,Nunavut,1315,Transport,0.36,Mt
2000,Nunavut,1316,Heavy Industry,0.09,Mt
2000,Nunavut,1317,Buildings,0.01,Mt
2000,Nunavut,1318,Waste,0.02,Mt
2000,Nunavut,1319,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
2000,Ontario,1320,Provincial Inventory Total,209.16,Mt
2000,Ontario,1321,Oil and Gas,12.25,Mt
2000,Ontario,1322,Electricity,43.44,Mt
2000,Ontario,1323,Transport,50.7,Mt
2000,Ontario,1324,Heavy Industry,38.26,Mt
2000,Ontario,1325,Buildings,33.85,Mt
2000,Ontario,1326,Agriculture,12.01,Mt
2000,Ontario,1327,Waste,8.37,Mt
2000,Ontario,1328,"Light Manufacturing, Construction and Forest Resources",10.27,Mt
2000,Prince Edward Island,1329,Provincial Inventory Total,1.98,Mt
2000,Prince Edward Island,1330,Oil and Gas,0,Mt
2000,Prince Edward Island,1331,Electricity,0.05,Mt
2000,Prince Edward Island,1332,Transport,0.7,Mt
2000,Prince Edward Island,1333,Heavy Industry,0.01,Mt
2000,Prince Edward Island,1334,Buildings,0.52,Mt
2000,Prince Edward Island,1335,Agriculture,0.42,Mt
2000,Prince Edward Island,1336,Waste,0.11,Mt
2000,Prince Edward Island,1337,"Light Manufacturing, Construction and Forest Resources",0.16,Mt
2000,Quebec,1338,Provincial Inventory Total,84.7,Mt
2000,Quebec,1339,Oil and Gas,3.85,Mt
2000,Quebec,1340,Electricity,0.6,Mt
2000,Quebec,1341,Transport,28,Mt
2000,Quebec,1342,Heavy Industry,21.75,Mt
2000,Quebec,1343,Buildings,12.13,Mt
2000,Quebec,1344,Agriculture,8.16,Mt
2000,Quebec,1345,Waste,5.77,Mt
2000,Quebec,1346,"Light Manufacturing, Construction and Forest Resources",4.44,Mt
2000,Saskatchewan,1347,Provincial Inventory Total,68.31,Mt
2000,Saskatchewan,1348,Oil and Gas,28.41,Mt
2000,Saskatchewan,1349,Electricity,13.77,Mt
2000,Saskatchewan,1350,Transport,6.15,Mt
2000,Saskatchewan,1351,Heavy Industry,2.43,Mt
2000,Saskatchewan,1352,Buildings,3.68,Mt
2000,Saskatchewan,1353,Agriculture,11.72,Mt
2000,Saskatchewan,1354,Waste,1.37,Mt
2000,Saskatchewan,1355,Coal Production,0.04,Mt
2000,Saskatchewan,1356,"Light Manufacturing, Construction and Forest Resources",0.75,Mt
2000,Yukon,1357,Territorial Inventory Total,0.54,Mt
2000,Yukon,1358,Oil and Gas,0.14,Mt
2000,Yukon,1359,Electricity,0.02,Mt
2000,Yukon,1360,Transport,0.23,Mt
2000,Yukon,1361,Heavy Industry,0.02,Mt
2000,Yukon,1362,Buildings,0.09,Mt
2000,Yukon,1363,Agriculture,0,Mt
2000,Yukon,1364,Waste,0.03,Mt
2000,Yukon,1365,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
2001,Alberta,1366,Provincial Inventory Total,222.39,Mt
2001,Alberta,1367,Oil and Gas,94.38,Mt
2001,Alberta,1368,Electricity,48.86,Mt
2001,Alberta,1369,Transport,21.54,Mt
2001,Alberta,1370,Heavy Industry,16.72,Mt
2001,Alberta,1371,Buildings,13.49,Mt
2001,Alberta,1372,Agriculture,20.47,Mt
2001,Alberta,1373,Waste,3.4,Mt
2001,Alberta,1374,Coal Production,0.59,Mt
2001,Alberta,1375,"Light Manufacturing, Construction and Forest Resources",2.94,Mt
2001,British Columbia,1376,Provincial Inventory Total,65.84,Mt
2001,British Columbia,1377,Oil and Gas,12.79,Mt
2001,British Columbia,1378,Electricity,2.23,Mt
2001,British Columbia,1379,Transport,19.49,Mt
2001,British Columbia,1380,Heavy Industry,8.16,Mt
2001,British Columbia,1381,Buildings,8.49,Mt
2001,British Columbia,1382,Agriculture,3,Mt
2001,British Columbia,1383,Waste,5.08,Mt
2001,British Columbia,1384,Coal Production,2.12,Mt
2001,British Columbia,1385,"Light Manufacturing, Construction and Forest Resources",4.48,Mt
2001,Canada,1386,National Inventory Total,718.32,Mt
2001,Canada,1387,Oil and Gas,156.58,Mt
2001,Canada,1388,Electricity,129.24,Mt
2001,Canada,1389,Transport,146.64,Mt
2001,Canada,1390,Heavy Industry,88.34,Mt
2001,Canada,1391,Buildings,79.46,Mt
2001,Canada,1392,Agriculture,62.86,Mt
2001,Canada,1393,Waste,28.24,Mt
2001,Canada,1394,Coal Production,3.25,Mt
2001,Canada,1395,"Light Manufacturing, Construction and Forest Resources",23.7,Mt
2001,Manitoba,1396,Provincial Inventory Total,19.64,Mt
2001,Manitoba,1397,Oil and Gas,1.05,Mt
2001,Manitoba,1398,Electricity,0.56,Mt
2001,Manitoba,1399,Transport,5.37,Mt
2001,Manitoba,1400,Heavy Industry,1.31,Mt
2001,Manitoba,1401,Buildings,2.88,Mt
2001,Manitoba,1402,Agriculture,6.52,Mt
2001,Manitoba,1403,Waste,1.33,Mt
2001,Manitoba,1404,"Light Manufacturing, Construction and Forest Resources",0.62,Mt
2001,New Brunswick,1405,Provincial Inventory Total,22.54,Mt
2001,New Brunswick,1406,Oil and Gas,2.41,Mt
2001,New Brunswick,1407,Electricity,10.48,Mt
2001,New Brunswick,1408,Transport,4.55,Mt
2001,New Brunswick,1409,Heavy Industry,1.71,Mt
2001,New Brunswick,1410,Buildings,1.23,Mt
2001,New Brunswick,1411,Agriculture,0.56,Mt
2001,New Brunswick,1412,Waste,1.02,Mt
2001,New Brunswick,1413,Coal Production,0,Mt
2001,New Brunswick,1414,"Light Manufacturing, Construction and Forest Resources",0.6,Mt
2001,Newfoundland and Labrador,1415,Provincial Inventory Total,9.9,Mt
2001,Newfoundland and Labrador,1416,Oil and Gas,1.74,Mt
2001,Newfoundland and Labrador,1417,Electricity,1.71,Mt
2001,Newfoundland and Labrador,1418,Transport,3.35,Mt
2001,Newfoundland and Labrador,1419,Heavy Industry,1.19,Mt
2001,Newfoundland and Labrador,1420,Buildings,0.93,Mt
2001,Newfoundland and Labrador,1421,Agriculture,0.07,Mt
2001,Newfoundland and Labrador,1422,Waste,0.74,Mt
2001,Newfoundland and Labrador,1423,"Light Manufacturing, Construction and Forest Resources",0.17,Mt
2001,Northwest Territories,1424,Territorial Inventory Total,1.92,Mt
2001,Northwest Territories,1425,Oil and Gas,0.5,Mt
2001,Northwest Territories,1426,Electricity,0.13,Mt
2001,Northwest Territories,1427,Transport,0.62,Mt
2001,Northwest Territories,1428,Heavy Industry,0.32,Mt
2001,Northwest Territories,1429,Buildings,0.28,Mt
2001,Northwest Territories,1430,Agriculture,0.02,Mt
2001,Northwest Territories,1431,Waste,0.04,Mt
2001,Northwest Territories,1432,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
2001,Nova Scotia,1433,Provincial Inventory Total,21.39,Mt
2001,Nova Scotia,1434,Oil and Gas,0.95,Mt
2001,Nova Scotia,1435,Electricity,9.28,Mt
2001,Nova Scotia,1436,Transport,5.06,Mt
