Year,Region,Index,Source,CO2eq,Unit
2005,New Brunswick,1931,Agriculture,0.57,Mt
2005,New Brunswick,1932,Waste,0.92,Mt
2005,New Brunswick,1933,Coal Production,0,Mt
2005,New Brunswick,1934,"Light Manufacturing, Construction and Forest Resources",0.53,Mt
2005,Newfoundland and Labrador,1935,Provincial Inventory Total,10.45,Mt
2005,Newfoundland and Labrador,1936,Oil and Gas,2.64,Mt
2005,Newfoundland and Labrador,1937,Electricity,0.82,Mt
2005,Newfoundland and Labrador,1938,Transport,3.66,Mt
2005,Newfoundland and Labrador,1939,Heavy Industry,1.58,Mt
2005,Newfoundland and Labrador,1940,Buildings,0.8,Mt
2005,Newfoundland and Labrador,1941,Agriculture,0.08,Mt
2005,Newfoundland and Labrador,1942,Waste,0.7,Mt
2005,Newfoundland and Labrador,1943,"Light Manufacturing, Construction and Forest Resources",0.17,Mt
2005,Northwest Territories,1944,Territorial Inventory Total,1.73,Mt
2005,Northwest Territories,1945,Oil and Gas,0.25,Mt
2005,Northwest Territories,1946,Electricity,x,Mt
2005,Northwest Territories,1947,Transport,0.8,Mt
2005,Northwest Territories,1948,Heavy Industry,0.27,Mt
2005,Northwest Territories,1949,Buildings,0.25,Mt
2005,Northwest Territories,1950,Agriculture,0,Mt
2005,Northwest Territories,1951,Waste,0.04,Mt
2005,Northwest Territories,1952,"Light Manufacturing, Construction and Forest Resources",x,Mt
2005,Nova Scotia,1953,Provincial Inventory Total,22.96,Mt
2005,Nova Scotia,1954,Oil and Gas,1.54,Mt
2005,Nova Scotia,1955,Electricity,10.77,Mt
2005,Nova Scotia,1956,Transport,5.39,Mt
2005,Nova Scotia,1957,Heavy Industry,0.83,Mt
2005,Nova Scotia,1958,Buildings,2.69,Mt
2005,Nova Scotia,1959,Agriculture,0.54,Mt
2005,Nova Scotia,1960,Waste,0.75,Mt
2005,Nova Scotia,1961,Coal Production,0.1,Mt
2005,Nova Scotia,1962,"Light Manufacturing, Construction and Forest Resources",0.36,Mt
2005,Nunavut,1963,Territorial Inventory Total,0.58,Mt
2005,Nunavut,1964,Electricity,x,Mt
2005,Nunavut,1965,Transport,0.38,Mt
2005,Nunavut,1966,Heavy Industry,0.04,Mt
2005,Nunavut,1967,Buildings,0.01,Mt
2005,Nunavut,1968,Waste,0.03,Mt
2005,Nunavut,1969,"Light Manufacturing, Construction and Forest Resources",x,Mt
2005,Ontario,1970,Provincial Inventory Total,204.37,Mt
2005,Ontario,1971,Oil and Gas,11.7,Mt
2005,Ontario,1972,Electricity,33.94,Mt
2005,Ontario,1973,Transport,57.09,Mt
2005,Ontario,1974,Heavy Industry,35.12,Mt
2005,Ontario,1975,Buildings,35.43,Mt
2005,Ontario,1976,Agriculture,11.58,Mt
2005,Ontario,1977,Waste,8.55,Mt
2005,Ontario,1978,"Light Manufacturing, Construction and Forest Resources",10.96,Mt
2005,Prince Edward Island,1979,Provincial Inventory Total,1.9,Mt
2005,Prince Edward Island,1980,Oil and Gas,0,Mt
2005,Prince Edward Island,1981,Electricity,0,Mt
2005,Prince Edward Island,1982,Transport,0.74,Mt
2005,Prince Edward Island,1983,Heavy Industry,0,Mt
2005,Prince Edward Island,1984,Buildings,0.48,Mt
2005,Prince Edward Island,1985,Agriculture,0.4,Mt
2005,Prince Edward Island,1986,Waste,0.1,Mt
2005,Prince Edward Island,1987,"Light Manufacturing, Construction and Forest Resources",0.17,Mt
2005,Quebec,1988,Provincial Inventory Total,86.34,Mt
2005,Quebec,1989,Oil and Gas,4.37,Mt
2005,Quebec,1990,Electricity,0.65,Mt
2005,Quebec,1991,Transport,30.85,Mt
2005,Quebec,1992,Heavy Industry,19.54,Mt
2005,Quebec,1993,Buildings,12.31,Mt
2005,Quebec,1994,Agriculture,8.26,Mt
2005,Quebec,1995,Waste,6.3,Mt
2005,Quebec,1996,"Light Manufacturing, Construction and Forest Resources",4.07,Mt
2005,Saskatchewan,1997,Provincial Inventory Total,71.31,Mt
2005,Saskatchewan,1998,Oil and Gas,28.97,Mt
2005,Saskatchewan,1999,Electricity,14.29,Mt
2005,Saskatchewan,2000,Transport,6.5,Mt
2005,Saskatchewan,2001,Heavy Industry,2.29,Mt
2005,Saskatchewan,2002,Buildings,3.31,Mt
2005,Saskatchewan,2003,Agriculture,14.1,Mt
2005,Saskatchewan,2004,Waste,1.41,Mt
2005,Saskatchewan,2005,Coal Production,0.04,Mt
2005,Saskatchewan,2006,"Light Manufacturing, Construction and Forest Resources",0.4,Mt
2005,Yukon,2007,Territorial Inventory Total,0.57,Mt
2005,Yukon,2008,Oil and Gas,0.08,Mt
2005,Yukon,2009,Electricity,0.02,Mt
2005,Yukon,2010,Transport,0.31,Mt
2005,Yukon,2011,Heavy Industry,0.02,Mt
2005,Yukon,2012,Buildings,0.09,Mt
2005,Yukon,2013,Agriculture,0.01,Mt
2005,Yukon,2014,Waste,0.03,Mt
2005,Yukon,2015,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
2006,Alberta,2016,Provincial Inventory Total,245.06,Mt
2006,Alberta,2017,Oil and Gas,111.44,Mt
2006,Alberta,2018,Electricity,47.85,Mt
2006,Alberta,2019,Transport,24.94,Mt
2006,Alberta,2020,Heavy Industry,17.52,Mt
2006,Alberta,2021,Buildings,16.19,Mt
2006,Alberta,2022,Agriculture,20.23,Mt
2006,Alberta,2023,Waste,3.72,Mt
2006,Alberta,2024,Coal Production,0.56,Mt
2006,Alberta,2025,"Light Manufacturing, Construction and Forest Resources",2.61,Mt
2006,British Columbia,2026,Provincial Inventory Total,62.06,Mt
2006,British Columbia,2027,Oil and Gas,13.52,Mt
2006,British Columbia,2028,Electricity,1.09,Mt
2006,British Columbia,2029,Transport,20.96,Mt
2006,British Columbia,2030,Heavy Industry,6.74,Mt
2006,British Columbia,2031,Buildings,8.16,Mt
2006,British Columbia,2032,Agriculture,2.58,Mt
2006,British Columbia,2033,Waste,4.81,Mt
2006,British Columbia,2034,Coal Production,1.61,Mt
2006,British Columbia,2035,"Light Manufacturing, Construction and Forest Resources",2.58,Mt
2006,Canada,2036,National Inventory Total,734.58,Mt
2006,Canada,2037,Oil and Gas,178.03,Mt
2006,Canada,2038,Electricity,111.59,Mt
2006,Canada,2039,Transport,161.05,Mt
2006,Canada,2040,Heavy Industry,87.02,Mt
2006,Canada,2041,Buildings,78.46,Mt
2006,Canada,2042,Agriculture,64.99,Mt
2006,Canada,2043,Waste,28.68,Mt
2006,Canada,2044,Coal Production,2.31,Mt
2006,Canada,2045,"Light Manufacturing, Construction and Forest Resources",22.47,Mt
2006,Manitoba,2046,Provincial Inventory Total,21.08,Mt
2006,Manitoba,2047,Oil and Gas,1.05,Mt
2006,Manitoba,2048,Electricity,0.43,Mt
2006,Manitoba,2049,Transport,5.85,Mt
2006,Manitoba,2050,Heavy Industry,1.62,Mt
2006,Manitoba,2051,Buildings,2.32,Mt
2006,Manitoba,2052,Agriculture,7.65,Mt
2006,Manitoba,2053,Waste,1.39,Mt
2006,Manitoba,2054,"Light Manufacturing, Construction and Forest Resources",0.77,Mt
2006,New Brunswick,2055,Provincial Inventory Total,19.38,Mt
2006,New Brunswick,2056,Oil and Gas,2.97,Mt
2006,New Brunswick,2057,Electricity,7.3,Mt
2006,New Brunswick,2058,Transport,4.52,Mt
2006,New Brunswick,2059,Heavy Industry,1.04,Mt
2006,New Brunswick,2060,Buildings,1.46,Mt
2006,New Brunswick,2061,Agriculture,0.56,Mt
2006,New Brunswick,2062,Waste,0.89,Mt
2006,New Brunswick,2063,Coal Production,0,Mt
2006,New Brunswick,2064,"Light Manufacturing, Construction and Forest Resources",0.64,Mt
2006,Newfoundland and Labrador,2065,Provincial Inventory Total,10.06,Mt
2006,Newfoundland and Labrador,2066,Oil and Gas,2.94,Mt
2006,Newfoundland and Labrador,2067,Electricity,0.64,Mt
2006,Newfoundland and Labrador,2068,Transport,3.53,Mt
2006,Newfoundland and Labrador,2069,Heavy Industry,1.32,Mt
2006,Newfoundland and Labrador,2070,Buildings,0.7,Mt
2006,Newfoundland and Labrador,2071,Agriculture,0.08,Mt
2006,Newfoundland and Labrador,2072,Waste,0.7,Mt
2006,Newfoundland and Labrador,2073,"Light Manufacturing, Construction and Forest Resources",0.15,Mt
2006,Northwest Territories,2074,Territorial Inventory Total,1.64,Mt
2006,Northwest Territories,2075,Oil and Gas,0.2,Mt
2006,Northwest Territories,2076,Electricity,x,Mt
2006,Northwest Territories,2077,Transport,0.79,Mt
2006,Northwest Territories,2078,Heavy Industry,0.27,Mt
2006,Northwest Territories,2079,Buildings,0.24,Mt
2006,Northwest Territories,2080,Waste,0.04,Mt
2006,Northwest Territories,2081,"Light Manufacturing, Construction and Forest Resources",x,Mt
2006,Nova Scotia,2082,Provincial Inventory Total,21.71,Mt
2006,Nova Scotia,2083,Oil and Gas,1.38,Mt
2006,Nova Scotia,2084,Electricity,10.17,Mt
2006,Nova Scotia,2085,Transport,5.25,Mt
2006,Nova Scotia,2086,Heavy Industry,0.67,Mt
2006,Nova Scotia,2087,Buildings,2.51,Mt
2006,Nova Scotia,2088,Agriculture,0.49,Mt
2006,Nova Scotia,2089,Waste,0.68,Mt
2006,Nova Scotia,2090,Coal Production,0.1,Mt
2006,Nova Scotia,2091,"Light Manufacturing, Construction and Forest Resources",0.46,Mt
2006,Nunavut,2092,Territorial Inventory Total,0.62,Mt
2006,Nunavut,2093,Electricity,x,Mt
2006,Nunavut,2094,Transport,0.43,Mt
2006,Nunavut,2095,Heavy Industry,0.06,Mt
2006,Nunavut,2096,Buildings,0,Mt
2006,Nunavut,2097,Waste,0.03,Mt
2006,Nunavut,2098,"Light Manufacturing, Construction and Forest Resources",x,Mt
2006,Ontario,2099,Provincial Inventory Total,195.03,Mt
2006,Ontario,2100,Oil and Gas,11.42,Mt
2006,Ontario,2101,Electricity,29.54,Mt
2006,Ontario,2102,Transport,55.86,Mt
2006,Ontario,2103,Heavy Industry,36.09,Mt
2006,Ontario,2104,Buildings,31.94,Mt
2006,Ontario,2105,Agriculture,11.53,Mt
2006,Ontario,2106,Waste,8.52,Mt
2006,Ontario,2107,"Light Manufacturing, Construction and Forest Resources",10.14,Mt
2006,Prince Edward Island,2108,Provincial Inventory Total,1.84,Mt
2006,Prince Edward Island,2109,Oil and Gas,0,Mt
2006,Prince Edward Island,2110,Electricity,0,Mt
2006,Prince Edward Island,2111,Transport,0.72,Mt
2006,Prince Edward Island,2112,Heavy Industry,0,Mt
2006,Prince Edward Island,2113,Buildings,0.45,Mt
2006,Prince Edward Island,2114,Agriculture,0.38,Mt
2006,Prince Edward Island,2115,Waste,0.1,Mt
2006,Prince Edward Island,2116,"Light Manufacturing, Construction and Forest Resources",0.19,Mt
2006,Quebec,2117,Provincial Inventory Total,84.68,Mt
2006,Quebec,2118,Oil and Gas,4.38,Mt
2006,Quebec,2119,Electricity,0.51,Mt
2006,Quebec,2120,Transport,30.83,Mt
2006,Quebec,2121,Heavy Industry,19.26,Mt
2006,Quebec,2122,Buildings,11.18,Mt
2006,Quebec,2123,Agriculture,7.93,Mt
2006,Quebec,2124,Waste,6.37,Mt
2006,Quebec,2125,"Light Manufacturing, Construction and Forest Resources",4.21,Mt
2006,Saskatchewan,2126,Provincial Inventory Total,70.82,Mt
2006,Saskatchewan,2127,Oil and Gas,28.64,Mt
2006,Saskatchewan,2128,Electricity,13.85,Mt
2006,Saskatchewan,2129,Transport,7.02,Mt
2006,Saskatchewan,2130,Heavy Industry,2.41,Mt
2006,Saskatchewan,2131,Buildings,3.22,Mt
2006,Saskatchewan,2132,Agriculture,13.57,Mt
2006,Saskatchewan,2133,Waste,1.41,Mt
2006,Saskatchewan,2134,Coal Production,0.04,Mt
2006,Saskatchewan,2135,"Light Manufacturing, Construction and Forest Resources",0.67,Mt
2006,Yukon,2136,Territorial Inventory Total,0.61,Mt
2006,Yukon,2137,Oil and Gas,0.09,Mt
2006,Yukon,2138,Electricity,0.02,Mt
2006,Yukon,2139,Transport,0.34,Mt
2006,Yukon,2140,Heavy Industry,0.02,Mt
2006,Yukon,2141,Buildings,0.09,Mt
2006,Yukon,2142,Agriculture,0.01,Mt
2006,Yukon,2143,Waste,0.03,Mt
2006,Yukon,2144,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
2007,Alberta,2145,Provincial Inventory Total,253.46,Mt
2007,Alberta,2146,Oil and Gas,115.91,Mt
2007,Alberta,2147,Electricity,48.53,Mt
2007,Alberta,2148,Transport,26.71,Mt
2007,Alberta,2149,Heavy Industry,16.69,Mt
2007,Alberta,2150,Buildings,18.27,Mt
2007,Alberta,2151,Agriculture,20.13,Mt
2007,Alberta,2152,Waste,3.83,Mt
2007,Alberta,2153,Coal Production,0.61,Mt
2007,Alberta,2154,"Light Manufacturing, Construction and Forest Resources",2.77,Mt
2007,British Columbia,2155,Provincial Inventory Total,62.66,Mt
2007,British Columbia,2156,Oil and Gas,13.88,Mt
2007,British Columbia,2157,Electricity,0.87,Mt
2007,British Columbia,2158,Transport,21.31,Mt
2007,British Columbia,2159,Heavy Industry,6.61,Mt
2007,British Columbia,2160,Buildings,8.1,Mt
2007,British Columbia,2161,Agriculture,2.49,Mt
2007,British Columbia,2162,Waste,4.75,Mt
2007,British Columbia,2163,Coal Production,1.82,Mt
2007,British Columbia,2164,"Light Manufacturing, Construction and Forest Resources",2.83,Mt
2007,Canada,2165,National Inventory Total,756.83,Mt
2007,Canada,2166,Oil and Gas,183.02,Mt
2007,Canada,2167,Electricity,119.6,Mt
2007,Canada,2168,Transport,164.43,Mt
2007,Canada,2169,Heavy Industry,85.96,Mt
2007,Canada,2170,Buildings,84.28,Mt
2007,Canada,2171,Agriculture,65.04,Mt
2007,Canada,2172,Waste,28.3,Mt
2007,Canada,2173,Coal Production,2.56,Mt
2007,Canada,2174,"Light Manufacturing, Construction and Forest Resources",23.64,Mt
2007,Manitoba,2175,Provincial Inventory Total,21.26,Mt
2007,Manitoba,2176,Oil and Gas,0.96,Mt
2007,Manitoba,2177,Electricity,0.5,Mt
2007,Manitoba,2178,Transport,6.17,Mt
2007,Manitoba,2179,Heavy Industry,1.66,Mt
2007,Manitoba,2180,Buildings,2.56,Mt
2007,Manitoba,2181,Agriculture,7.11,Mt
2007,Manitoba,2182,Waste,1.4,Mt
2007,Manitoba,2183,"Light Manufacturing, Construction and Forest Resources",0.91,Mt
2007,New Brunswick,2184,Provincial Inventory Total,19.44,Mt
2007,New Brunswick,2185,Oil and Gas,2.96,Mt
2007,New Brunswick,2186,Electricity,7.17,Mt
2007,New Brunswick,2187,Transport,4.43,Mt
2007,New Brunswick,2188,Heavy Industry,1.34,Mt
2007,New Brunswick,2189,Buildings,1.56,Mt
2007,New Brunswick,2190,Agriculture,0.53,Mt
2007,New Brunswick,2191,Waste,0.8,Mt
2007,New Brunswick,2192,Coal Production,0,Mt
2007,New Brunswick,2193,"Light Manufacturing, Construction and Forest Resources",0.63,Mt
2007,Newfoundland and Labrador,2194,Provincial Inventory Total,11.03,Mt
2007,Newfoundland and Labrador,2195,Oil and Gas,3.11,Mt
2007,Newfoundland and Labrador,2196,Electricity,1.04,Mt
2007,Newfoundland and Labrador,2197,Transport,3.8,Mt
2007,Newfoundland and Labrador,2198,Heavy Industry,1.21,Mt
2007,Newfoundland and Labrador,2199,Buildings,0.91,Mt
2007,Newfoundland and Labrador,2200,Agriculture,0.08,Mt
2007,Newfoundland and Labrador,2201,Waste,0.7,Mt
2007,Newfoundland and Labrador,2202,"Light Manufacturing, Construction and Forest Resources",0.18,Mt
2007,Northwest Territories,2203,Territorial Inventory Total,1.79,Mt
2007,Northwest Territories,2204,Oil and Gas,0.22,Mt
2007,Northwest Territories,2205,Electricity,x,Mt
2007,Northwest Territories,2206,Transport,0.88,Mt
2007,Northwest Territories,2207,Heavy Industry,0.26,Mt
2007,Northwest Territories,2208,Buildings,0.27,Mt
2007,Northwest Territories,2209,Agriculture,0,Mt
2007,Northwest Territories,2210,Waste,0.04,Mt
2007,Northwest Territories,2211,"Light Manufacturing, Construction and Forest Resources",x,Mt
2007,Nova Scotia,2212,Provincial Inventory Total,23.3,Mt
2007,Nova Scotia,2213,Oil and Gas,1.27,Mt
2007,Nova Scotia,2214,Electricity,11.66,Mt
2007,Nova Scotia,2215,Transport,5.07,Mt
2007,Nova Scotia,2216,Heavy Industry,0.65,Mt
2007,Nova Scotia,2217,Buildings,2.88,Mt
2007,Nova Scotia,2218,Agriculture,0.51,Mt
2007,Nova Scotia,2219,Waste,0.65,Mt
2007,Nova Scotia,2220,Coal Production,0.09,Mt
2007,Nova Scotia,2221,"Light Manufacturing, Construction and Forest Resources",0.51,Mt
2007,Nunavut,2222,Territorial Inventory Total,0.64,Mt
2007,Nunavut,2223,Electricity,x,Mt
2007,Nunavut,2224,Transport,0.44,Mt
2007,Nunavut,2225,Heavy Industry,0.06,Mt
2007,Nunavut,2226,Buildings,0.01,Mt
2007,Nunavut,2227,Waste,0.03,Mt
2007,Nunavut,2228,"Light Manufacturing, Construction and Forest Resources",x,Mt
2007,Ontario,2229,Provincial Inventory Total,199.2,Mt
2007,Ontario,2230,Oil and Gas,11.18,Mt
2007,Ontario,2231,Electricity,32.69,Mt
2007,Ontario,2232,Transport,54.91,Mt
2007,Ontario,2233,Heavy Industry,35.31,Mt
2007,Ontario,2234,Buildings,34.48,Mt
2007,Ontario,2235,Agriculture,11.41,Mt
2007,Ontario,2236,Waste,8.45,Mt
2007,Ontario,2237,"Light Manufacturing, Construction and Forest Resources",10.76,Mt
2007,Prince Edward Island,2238,Provincial Inventory Total,1.91,Mt
2007,Prince Edward Island,2239,Oil and Gas,0,Mt
2007,Prince Edward Island,2240,Electricity,0,Mt
2007,Prince Edward Island,2241,Transport,0.73,Mt
2007,Prince Edward Island,2242,Heavy Industry,0.01,Mt
2007,Prince Edward Island,2243,Buildings,0.52,Mt
2007,Prince Edward Island,2244,Agriculture,0.35,Mt
2007,Prince Edward Island,2245,Waste,0.1,Mt
2007,Prince Edward Island,2246,"Light Manufacturing, Construction and Forest Resources",0.2,Mt
2007,Quebec,2247,Provincial Inventory Total,88.58,Mt
2007,Quebec,2248,Oil and Gas,4.46,Mt
2007,Quebec,2249,Electricity,2.53,Mt
2007,Quebec,2250,Transport,32.07,Mt
2007,Quebec,2251,Heavy Industry,19.12,Mt
2007,Quebec,2252,Buildings,11.57,Mt
2007,Quebec,2253,Agriculture,8.58,Mt
2007,Quebec,2254,Waste,6.14,Mt
2007,Quebec,2255,"Light Manufacturing, Construction and Forest Resources",4.11,Mt
2007,Saskatchewan,2256,Provincial Inventory Total,72.94,Mt
2007,Saskatchewan,2257,Oil and Gas,28.98,Mt
2007,Saskatchewan,2258,Electricity,14.4,Mt
2007,Saskatchewan,2259,Transport,7.54,Mt
2007,Saskatchewan,2260,Heavy Industry,3.01,Mt
2007,Saskatchewan,2261,Buildings,3.05,Mt
2007,Saskatchewan,2262,Agriculture,13.85,Mt
2007,Saskatchewan,2263,Waste,1.38,Mt
2007,Saskatchewan,2264,Coal Production,0.04,Mt
2007,Saskatchewan,2265,"Light Manufacturing, Construction and Forest Resources",0.69,Mt
2007,Yukon,2266,Territorial Inventory Total,0.63,Mt
2007,Yukon,2267,Oil and Gas,0.1,Mt
2007,Yukon,2268,Electricity,0.02,Mt
2007,Yukon,2269,Transport,0.35,Mt
2007,Yukon,2270,Heavy Industry,0.02,Mt
2007,Yukon,2271,Buildings,0.1,Mt
2007,Yukon,2272,Waste,0.03,Mt
2007,Yukon,2273,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
2008,Alberta,2274,Provincial Inventory Total,252.06,Mt
2008,Alberta,2275,Oil and Gas,114.91,Mt
2008,Alberta,2276,Electricity,48.26,Mt
2008,Alberta,2277,Transport,27.14,Mt
2008,Alberta,2278,Heavy Industry,16.36,Mt
2008,Alberta,2279,Buildings,18.08,Mt
2008,Alberta,2280,Agriculture,20.07,Mt
2008,Alberta,2281,Waste,3.95,Mt
2008,Alberta,2282,Coal Production,0.64,Mt
2008,Alberta,2283,"Light Manufacturing, Construction and Forest Resources",2.65,Mt
2008,British Columbia,2284,Provincial Inventory Total,63.08,Mt
2008,British Columbia,2285,Oil and Gas,14.33,Mt
2008,British Columbia,2286,Electricity,1.22,Mt
2008,British Columbia,2287,Transport,21.51,Mt
2008,British Columbia,2288,Heavy Industry,6.43,Mt
2008,British Columbia,2289,Buildings,8.3,Mt
2008,British Columbia,2290,Agriculture,2.4,Mt
2008,British Columbia,2291,Waste,4.67,Mt
2008,British Columbia,2292,Coal Production,1.75,Mt
2008,British Columbia,2293,"Light Manufacturing, Construction and Forest Resources",2.47,Mt
2008,Canada,2294,National Inventory Total,739.06,Mt
2008,Canada,2295,Oil and Gas,179.91,Mt
2008,Canada,2296,Electricity,108.84,Mt
2008,Canada,2297,Transport,164.51,Mt
2008,Canada,2298,Heavy Industry,84.53,Mt
2008,Canada,2299,Buildings,84.16,Mt
2008,Canada,2300,Agriculture,64.16,Mt
2008,Canada,2301,Waste,27.83,Mt
2008,Canada,2302,Coal Production,2.52,Mt
2008,Canada,2303,"Light Manufacturing, Construction and Forest Resources",22.6,Mt
2008,Manitoba,2304,Provincial Inventory Total,21.21,Mt
2008,Manitoba,2305,Oil and Gas,0.84,Mt
2008,Manitoba,2306,Electricity,0.45,Mt
2008,Manitoba,2307,Transport,5.93,Mt
2008,Manitoba,2308,Heavy Industry,1.73,Mt
2008,Manitoba,2309,Buildings,2.74,Mt
2008,Manitoba,2310,Agriculture,7.23,Mt
2008,Manitoba,2311,Waste,1.41,Mt
2008,Manitoba,2312,"Light Manufacturing, Construction and Forest Resources",0.9,Mt
2008,New Brunswick,2313,Provincial Inventory Total,18.31,Mt
2008,New Brunswick,2314,Oil and Gas,3.02,Mt
2008,New Brunswick,2315,Electricity,6.69,Mt
2008,New Brunswick,2316,Transport,4.29,Mt
2008,New Brunswick,2317,Heavy Industry,0.97,Mt
2008,New Brunswick,2318,Buildings,1.56,Mt
2008,New Brunswick,2319,Agriculture,0.5,Mt
2008,New Brunswick,2320,Waste,0.76,Mt
2008,New Brunswick,2321,Coal Production,0,Mt
2008,New Brunswick,2322,"Light Manufacturing, Construction and Forest Resources",0.52,Mt
2008,Newfoundland and Labrador,2323,Provincial Inventory Total,10.57,Mt
2008,Newfoundland and Labrador,2324,Oil and Gas,2.65,Mt
2008,Newfoundland and Labrador,2325,Electricity,0.88,Mt
2008,Newfoundland and Labrador,2326,Transport,3.93,Mt
2008,Newfoundland and Labrador,2327,Heavy Industry,1.25,Mt
2008,Newfoundland and Labrador,2328,Buildings,0.91,Mt
2008,Newfoundland and Labrador,2329,Agriculture,0.09,Mt
2008,Newfoundland and Labrador,2330,Waste,0.7,Mt
2008,Newfoundland and Labrador,2331,"Light Manufacturing, Construction and Forest Resources",0.17,Mt
2008,Northwest Territories,2332,Territorial Inventory Total,1.61,Mt
2008,Northwest Territories,2333,Oil and Gas,0.11,Mt
2008,Northwest Territories,2334,Electricity,x,Mt
2008,Northwest Territories,2335,Transport,0.76,Mt
2008,Northwest Territories,2336,Heavy Industry,0.25,Mt
2008,Northwest Territories,2337,Buildings,0.35,Mt
2008,Northwest Territories,2338,Waste,0.04,Mt
2008,Northwest Territories,2339,"Light Manufacturing, Construction and Forest Resources",x,Mt
2008,Nova Scotia,2340,Provincial Inventory Total,21.12,Mt
2008,Nova Scotia,2341,Oil and Gas,1.38,Mt
2008,Nova Scotia,2342,Electricity,9.54,Mt
2008,Nova Scotia,2343,Transport,5.08,Mt
2008,Nova Scotia,2344,Heavy Industry,0.71,Mt
2008,Nova Scotia,2345,Buildings,2.71,Mt
2008,Nova Scotia,2346,Agriculture,0.49,Mt
2008,Nova Scotia,2347,Waste,0.65,Mt
2008,Nova Scotia,2348,Coal Production,0.09,Mt
2008,Nova Scotia,2349,"Light Manufacturing, Construction and Forest Resources",0.47,Mt
2008,Nunavut,2350,Territorial Inventory Total,0.62,Mt
2008,Nunavut,2351,Electricity,x,Mt
2008,Nunavut,2352,Transport,0.41,Mt
2008,Nunavut,2353,Heavy Industry,0.05,Mt
2008,Nunavut,2354,Buildings,0.01,Mt
2008,Nunavut,2355,Waste,0.03,Mt
2008,Nunavut,2356,"Light Manufacturing, Construction and Forest Resources",x,Mt
2008,Ontario,2357,Provincial Inventory Total,191.01,Mt
2008,Ontario,2358,Oil and Gas,10.37,Mt
2008,Ontario,2359,Electricity,26.96,Mt
2008,Ontario,2360,Transport,54.18,Mt
2008,Ontario,2361,Heavy Industry,34.71,Mt
2008,Ontario,2362,Buildings,35.01,Mt
2008,Ontario,2363,Agriculture,10.89,Mt
2008,Ontario,2364,Waste,8.46,Mt
2008,Ontario,2365,"Light Manufacturing, Construction and Forest Resources",10.43,Mt
2008,Prince Edward Island,2366,Provincial Inventory Total,1.83,Mt
2008,Prince Edward Island,2367,Oil and Gas,0,Mt
2008,Prince Edward Island,2368,Electricity,0,Mt
2008,Prince Edward Island,2369,Transport,0.72,Mt
2008,Prince Edward Island,2370,Heavy Industry,0.01,Mt
2008,Prince Edward Island,2371,Buildings,0.48,Mt
2008,Prince Edward Island,2372,Agriculture,0.33,Mt
2008,Prince Edward Island,2373,Waste,0.1,Mt
2008,Prince Edward Island,2374,"Light Manufacturing, Construction and Forest Resources",0.19,Mt
2008,Quebec,2375,Provincial Inventory Total,83.77,Mt
2008,Quebec,2376,Oil and Gas,4.25,Mt
2008,Quebec,2377,Electricity,0.49,Mt
2008,Quebec,2378,Transport,31.98,Mt
2008,Quebec,2379,Heavy Industry,18.56,Mt
2008,Quebec,2380,Buildings,10.68,Mt
2008,Quebec,2381,Agriculture,8.18,Mt
2008,Quebec,2382,Waste,5.66,Mt
2008,Quebec,2383,"Light Manufacturing, Construction and Forest Resources",3.97,Mt
2008,Saskatchewan,2384,Provincial Inventory Total,73.26,Mt
2008,Saskatchewan,2385,Oil and Gas,28,Mt
2008,Saskatchewan,2386,Electricity,14.14,Mt
2008,Saskatchewan,2387,Transport,8.22,Mt
2008,Saskatchewan,2388,Heavy Industry,3.46,Mt
2008,Saskatchewan,2389,Buildings,3.25,Mt
2008,Saskatchewan,2390,Agriculture,14.01,Mt
2008,Saskatchewan,2391,Waste,1.38,Mt
2008,Saskatchewan,2392,Coal Production,0.03,Mt
2008,Saskatchewan,2393,"Light Manufacturing, Construction and Forest Resources",0.77,Mt
2008,Yukon,2394,Territorial Inventory Total,0.62,Mt
2008,Yukon,2395,Oil and Gas,0.06,Mt
2008,Yukon,2396,Electricity,0.02,Mt
2008,Yukon,2397,Transport,0.35,Mt
2008,Yukon,2398,Heavy Industry,0.02,Mt
2008,Yukon,2399,Buildings,0.11,Mt
2008,Yukon,2400,Waste,0.03,Mt
2008,Yukon,2401,"Light Manufacturing, Construction and Forest Resources",0.03,Mt
2009,Alberta,2402,Provincial Inventory Total,245.77,Mt
2009,Alberta,2403,Oil and Gas,114.61,Mt
2009,Alberta,2404,Electricity,45.26,Mt
2009,Alberta,2405,Transport,26.49,Mt
2009,Alberta,2406,Heavy Industry,15.3,Mt
2009,Alberta,2407,Buildings,18.04,Mt
2009,Alberta,2408,Agriculture,19.01,Mt
2009,Alberta,2409,Waste,4.01,Mt
2009,Alberta,2410,Coal Production,0.74,Mt
2009,Alberta,2411,"Light Manufacturing, Construction and Forest Resources",2.3,Mt
2009,British Columbia,2412,Provincial Inventory Total,59.62,Mt
2009,British Columbia,2413,Oil and Gas,13.95,Mt
2009,British Columbia,2414,Electricity,1.08,Mt
2009,British Columbia,2415,Transport,20.07,Mt
2009,British Columbia,2416,Heavy Industry,6.07,Mt
2009,British Columbia,2417,Buildings,7.98,Mt
2009,British Columbia,2418,Agriculture,2.19,Mt
2009,British Columbia,2419,Waste,4.66,Mt
